gap_id,type,lineage_or_auth_gap_id,risk_tier,classification,priority_rank,recommended_action
lineage-cl-117842316d20,lineage_confirmed,cl-117842316d20,HIGH,CONFIRMED,647,HIGH: review confirmed taint path; schedule live replay (offline trace only)
lineage-cl-e5819ce3bfa4,lineage_confirmed,cl-e5819ce3bfa4,HIGH,CONFIRMED,648,HIGH: review confirmed taint path; schedule live replay (offline trace only)
lineage-cl-513c01f6c20d,lineage_confirmed,cl-513c01f6c20d,HIGH,CONFIRMED,649,HIGH: review confirmed taint path; schedule live replay (offline trace only)
lineage-cl-db5f707622cc,lineage_confirmed,cl-db5f707622cc,HIGH,CONFIRMED,650,HIGH: review confirmed taint path; schedule live replay (offline trace only)
lineage-cl-9f97e0c8bcc3,lineage_confirmed,cl-9f97e0c8bcc3,HIGH,CONFIRMED,651,HIGH: review confirmed taint path; schedule live replay (offline trace only)
lineage-cl-54e0783202e5,lineage_confirmed,cl-54e0783202e5,HIGH,CONFIRMED,652,HIGH: review confirmed taint path; schedule live replay (offline trace only)
lineage-cl-699a0a7eb897,lineage_confirmed,cl-699a0a7eb897,HIGH,CONFIRMED,653,HIGH: review confirmed taint path; schedule live replay (offline trace only)
nsgap-d4ad0c53be9b,auth_gap,nsgap-d4ad0c53be9b,HIGH,missing_ownership,654,HIGH: implement ownership/scoping verification
nsgap-a0f1ab409e91,auth_gap,nsgap-a0f1ab409e91,HIGH,missing_ownership,655,HIGH: implement ownership/scoping verification
nsgap-d0877447eff2,auth_gap,nsgap-d0877447eff2,HIGH,missing_ownership,656,HIGH: implement ownership/scoping verification
nsgap-4fbb08b6f701,auth_gap,nsgap-4fbb08b6f701,HIGH,missing_ownership,657,HIGH: implement ownership/scoping verification
nsgap-a0653c36d301,auth_gap,nsgap-a0653c36d301,HIGH,missing_ownership,658,HIGH: implement ownership/scoping verification
nsgap-af6c9d71e779,auth_gap,nsgap-af6c9d71e779,HIGH,missing_ownership,659,HIGH: implement ownership/scoping verification
nsgap-6a0d3afe9477,auth_gap,nsgap-6a0d3afe9477,HIGH,missing_ownership,660,HIGH: implement ownership/scoping verification
nsgap-4d9f90cdab57,auth_gap,nsgap-4d9f90cdab57,HIGH,missing_ownership,661,HIGH: implement ownership/scoping verification
nsgap-004218202edd,auth_gap,nsgap-004218202edd,HIGH,missing_ownership,662,HIGH: implement ownership/scoping verification
nsgap-02264cad6d4d,auth_gap,nsgap-02264cad6d4d,HIGH,missing_ownership,663,HIGH: implement ownership/scoping verification
nsgap-9937dbf5574e,auth_gap,nsgap-9937dbf5574e,HIGH,missing_ownership,664,HIGH: implement ownership/scoping verification
nsgap-24998143e5f6,auth_gap,nsgap-24998143e5f6,HIGH,missing_ownership,665,HIGH: implement ownership/scoping verification
nsgap-d1d30ad9ff0e,auth_gap,nsgap-d1d30ad9ff0e,HIGH,missing_ownership,666,HIGH: implement ownership/scoping verification
nsgap-8d637916d57e,auth_gap,nsgap-8d637916d57e,HIGH,missing_ownership,667,HIGH: implement ownership/scoping verification
nsgap-55e5ef73d0db,auth_gap,nsgap-55e5ef73d0db,HIGH,missing_ownership,668,HIGH: implement ownership/scoping verification
nsgap-222b90c26f7a,auth_gap,nsgap-222b90c26f7a,HIGH,missing_ownership,669,HIGH: implement ownership/scoping verification
nsgap-3927d5dc703c,auth_gap,nsgap-3927d5dc703c,HIGH,missing_ownership,670,HIGH: implement ownership/scoping verification
nsgap-35d75ea01963,auth_gap,nsgap-35d75ea01963,HIGH,missing_ownership,671,HIGH: implement ownership/scoping verification
nsgap-bcae32dc9336,auth_gap,nsgap-bcae32dc9336,HIGH,missing_ownership,672,HIGH: implement ownership/scoping verification
nsgap-7c57de98db6d,auth_gap,nsgap-7c57de98db6d,HIGH,missing_ownership,673,HIGH: implement ownership/scoping verification
nsgap-e7c9330b2780,auth_gap,nsgap-e7c9330b2780,HIGH,missing_ownership,674,HIGH: implement ownership/scoping verification
nsgap-512d8c8fe0ca,auth_gap,nsgap-512d8c8fe0ca,HIGH,missing_ownership,675,HIGH: implement ownership/scoping verification
nsgap-ff0e5e295d6c,auth_gap,nsgap-ff0e5e295d6c,HIGH,missing_ownership,676,HIGH: implement ownership/scoping verification
nsgap-32176fd44d5f,auth_gap,nsgap-32176fd44d5f,HIGH,missing_ownership,677,HIGH: implement ownership/scoping verification
nsgap-197505d816d4,auth_gap,nsgap-197505d816d4,HIGH,missing_ownership,678,HIGH: implement ownership/scoping verification
nsgap-07c3c58de70d,auth_gap,nsgap-07c3c58de70d,HIGH,missing_ownership,679,HIGH: implement ownership/scoping verification
nsgap-0db36125e351,auth_gap,nsgap-0db36125e351,HIGH,missing_ownership,680,HIGH: implement ownership/scoping verification
nsgap-4d9d4e111ace,auth_gap,nsgap-4d9d4e111ace,HIGH,missing_ownership,681,HIGH: implement ownership/scoping verification
nsgap-8b7f6c4041ab,auth_gap,nsgap-8b7f6c4041ab,HIGH,missing_ownership,682,HIGH: implement ownership/scoping verification
nsgap-813e1f4ec5e4,auth_gap,nsgap-813e1f4ec5e4,HIGH,missing_ownership,683,HIGH: implement ownership/scoping verification
nsgap-c858d8fa4a7e,auth_gap,nsgap-c858d8fa4a7e,HIGH,missing_ownership,684,HIGH: implement ownership/scoping verification
nsgap-18e2923d2338,auth_gap,nsgap-18e2923d2338,HIGH,missing_ownership,685,HIGH: implement ownership/scoping verification
nsgap-f75bde1c35d4,auth_gap,nsgap-f75bde1c35d4,HIGH,missing_ownership,686,HIGH: implement ownership/scoping verification
nsgap-59d90beeac3a,auth_gap,nsgap-59d90beeac3a,HIGH,missing_ownership,687,HIGH: implement ownership/scoping verification
nsgap-4f89ee5d8573,auth_gap,nsgap-4f89ee5d8573,HIGH,missing_ownership,688,HIGH: implement ownership/scoping verification
nsgap-d1182db6a34d,auth_gap,nsgap-d1182db6a34d,HIGH,missing_ownership,689,HIGH: implement ownership/scoping verification
nsgap-8ef3d00b9a30,auth_gap,nsgap-8ef3d00b9a30,HIGH,missing_ownership,690,HIGH: implement ownership/scoping verification
nsgap-1ff3eb0edc90,auth_gap,nsgap-1ff3eb0edc90,HIGH,missing_ownership,691,HIGH: implement ownership/scoping verification
nsgap-e28538227796,auth_gap,nsgap-e28538227796,HIGH,missing_ownership,692,HIGH: implement ownership/scoping verification
nsgap-3ef971efbe29,auth_gap,nsgap-3ef971efbe29,HIGH,missing_ownership,693,HIGH: implement ownership/scoping verification
nsgap-1204b4c98952,auth_gap,nsgap-1204b4c98952,HIGH,missing_ownership,694,HIGH: implement ownership/scoping verification
nsgap-d345eafc9d8e,auth_gap,nsgap-d345eafc9d8e,HIGH,missing_ownership,695,HIGH: implement ownership/scoping verification
nsgap-1a975030073b,auth_gap,nsgap-1a975030073b,HIGH,missing_ownership,696,HIGH: implement ownership/scoping verification
nsgap-e3e8548a5a58,auth_gap,nsgap-e3e8548a5a58,HIGH,missing_ownership,697,HIGH: implement ownership/scoping verification
nsgap-6b38891c0189,auth_gap,nsgap-6b38891c0189,HIGH,missing_ownership,698,HIGH: implement ownership/scoping verification
nsgap-1866ccdb6a82,auth_gap,nsgap-1866ccdb6a82,HIGH,missing_ownership,699,HIGH: implement ownership/scoping verification
nsgap-eafb600d8c76,auth_gap,nsgap-eafb600d8c76,HIGH,missing_ownership,700,HIGH: implement ownership/scoping verification
nsgap-92234058f799,auth_gap,nsgap-92234058f799,HIGH,missing_ownership,701,HIGH: implement ownership/scoping verification
nsgap-fc0db37fd69d,auth_gap,nsgap-fc0db37fd69d,HIGH,missing_ownership,702,HIGH: implement ownership/scoping verification
nsgap-4b4a0a31c3f5,auth_gap,nsgap-4b4a0a31c3f5,HIGH,missing_ownership,703,HIGH: implement ownership/scoping verification
nsgap-37800c80a4e6,auth_gap,nsgap-37800c80a4e6,HIGH,missing_ownership,704,HIGH: implement ownership/scoping verification
nsgap-37d664928c2b,auth_gap,nsgap-37d664928c2b,HIGH,missing_ownership,705,HIGH: implement ownership/scoping verification
nsgap-bd2e22dbfe5a,auth_gap,nsgap-bd2e22dbfe5a,HIGH,missing_ownership,706,HIGH: implement ownership/scoping verification
nsgap-e97b6b8c041b,auth_gap,nsgap-e97b6b8c041b,HIGH,missing_ownership,707,HIGH: implement ownership/scoping verification
nsgap-f3d98ee7ad50,auth_gap,nsgap-f3d98ee7ad50,HIGH,missing_ownership,708,HIGH: implement ownership/scoping verification
nsgap-19deb0f1405d,auth_gap,nsgap-19deb0f1405d,HIGH,missing_ownership,709,HIGH: implement ownership/scoping verification
nsgap-e81dba7427bc,auth_gap,nsgap-e81dba7427bc,HIGH,missing_ownership,710,HIGH: implement ownership/scoping verification
nsgap-ae6ebf1fb65b,auth_gap,nsgap-ae6ebf1fb65b,HIGH,missing_ownership,711,HIGH: implement ownership/scoping verification
nsgap-57d89d9bbc46,auth_gap,nsgap-57d89d9bbc46,HIGH,missing_ownership,712,HIGH: implement ownership/scoping verification
nsgap-bb547c257521,auth_gap,nsgap-bb547c257521,HIGH,missing_ownership,713,HIGH: implement ownership/scoping verification
nsgap-7a60b81d89f3,auth_gap,nsgap-7a60b81d89f3,HIGH,missing_ownership,714,HIGH: implement ownership/scoping verification
nsgap-3fdaf2e8a5a3,auth_gap,nsgap-3fdaf2e8a5a3,HIGH,missing_ownership,715,HIGH: implement ownership/scoping verification
nsgap-480a2de693da,auth_gap,nsgap-480a2de693da,HIGH,missing_ownership,716,HIGH: implement ownership/scoping verification
nsgap-2c1556e6f29e,auth_gap,nsgap-2c1556e6f29e,HIGH,missing_ownership,717,HIGH: implement ownership/scoping verification
nsgap-91b2c35edc40,auth_gap,nsgap-91b2c35edc40,HIGH,missing_ownership,718,HIGH: implement ownership/scoping verification
nsgap-de533dedb7ea,auth_gap,nsgap-de533dedb7ea,HIGH,missing_ownership,719,HIGH: implement ownership/scoping verification
nsgap-e4437c1fc6bb,auth_gap,nsgap-e4437c1fc6bb,HIGH,missing_ownership,720,HIGH: implement ownership/scoping verification
nsgap-f6fc0b36b39c,auth_gap,nsgap-f6fc0b36b39c,HIGH,missing_ownership,721,HIGH: implement ownership/scoping verification
nsgap-a5b5e64eb0b4,auth_gap,nsgap-a5b5e64eb0b4,HIGH,missing_ownership,722,HIGH: implement ownership/scoping verification
nsgap-2e15e78c4a42,auth_gap,nsgap-2e15e78c4a42,HIGH,missing_ownership,723,HIGH: implement ownership/scoping verification
nsgap-63f5bf05530c,auth_gap,nsgap-63f5bf05530c,HIGH,missing_ownership,724,HIGH: implement ownership/scoping verification
nsgap-e7bd84aca008,auth_gap,nsgap-e7bd84aca008,HIGH,missing_ownership,725,HIGH: implement ownership/scoping verification
nsgap-5bf06bb9b016,auth_gap,nsgap-5bf06bb9b016,HIGH,missing_ownership,726,HIGH: implement ownership/scoping verification
nsgap-e073b24b5bc9,auth_gap,nsgap-e073b24b5bc9,HIGH,missing_ownership,727,HIGH: implement ownership/scoping verification
nsgap-f9d915a46713,auth_gap,nsgap-f9d915a46713,HIGH,missing_ownership,728,HIGH: implement ownership/scoping verification
nsgap-021cbfcf15d6,auth_gap,nsgap-021cbfcf15d6,HIGH,missing_ownership,729,HIGH: implement ownership/scoping verification
nsgap-ee33c32ba794,auth_gap,nsgap-ee33c32ba794,HIGH,missing_ownership,730,HIGH: implement ownership/scoping verification
nsgap-b3b3e7a7cb9f,auth_gap,nsgap-b3b3e7a7cb9f,HIGH,missing_ownership,731,HIGH: implement ownership/scoping verification
nsgap-da04a2eff821,auth_gap,nsgap-da04a2eff821,HIGH,missing_ownership,732,HIGH: implement ownership/scoping verification
nsgap-c0728524b641,auth_gap,nsgap-c0728524b641,HIGH,missing_ownership,733,HIGH: implement ownership/scoping verification
nsgap-f21a92643047,auth_gap,nsgap-f21a92643047,HIGH,missing_ownership,734,HIGH: implement ownership/scoping verification
nsgap-3879c9b31c3e,auth_gap,nsgap-3879c9b31c3e,HIGH,missing_ownership,735,HIGH: implement ownership/scoping verification
nsgap-4e484846fa86,auth_gap,nsgap-4e484846fa86,HIGH,missing_ownership,736,HIGH: implement ownership/scoping verification
nsgap-f7bd0cfb57d6,auth_gap,nsgap-f7bd0cfb57d6,HIGH,missing_ownership,737,HIGH: implement ownership/scoping verification
nsgap-17c7741c96af,auth_gap,nsgap-17c7741c96af,HIGH,missing_ownership,738,HIGH: implement ownership/scoping verification
nsgap-729b5b1d0569,auth_gap,nsgap-729b5b1d0569,HIGH,missing_ownership,739,HIGH: implement ownership/scoping verification
nsgap-3f78287432fa,auth_gap,nsgap-3f78287432fa,HIGH,missing_ownership,740,HIGH: implement ownership/scoping verification
nsgap-2605dd59035c,auth_gap,nsgap-2605dd59035c,HIGH,missing_ownership,741,HIGH: implement ownership/scoping verification
nsgap-41060c33a792,auth_gap,nsgap-41060c33a792,HIGH,missing_ownership,742,HIGH: implement ownership/scoping verification
nsgap-561bc42e2194,auth_gap,nsgap-561bc42e2194,HIGH,missing_ownership,743,HIGH: implement ownership/scoping verification
nsgap-126ab4150364,auth_gap,nsgap-126ab4150364,HIGH,missing_ownership,744,HIGH: implement ownership/scoping verification
nsgap-34867b64fe0e,auth_gap,nsgap-34867b64fe0e,HIGH,missing_ownership,745,HIGH: implement ownership/scoping verification
nsgap-79278ad4b8e5,auth_gap,nsgap-79278ad4b8e5,HIGH,missing_ownership,746,HIGH: implement ownership/scoping verification
nsgap-4d5c3a31d98d,auth_gap,nsgap-4d5c3a31d98d,HIGH,missing_ownership,747,HIGH: implement ownership/scoping verification
nsgap-fbc7febd53a1,auth_gap,nsgap-fbc7febd53a1,HIGH,missing_ownership,748,HIGH: implement ownership/scoping verification
nsgap-754c8a3cbadc,auth_gap,nsgap-754c8a3cbadc,HIGH,missing_ownership,749,HIGH: implement ownership/scoping verification
nsgap-3778fef22f0b,auth_gap,nsgap-3778fef22f0b,HIGH,missing_ownership,750,HIGH: implement ownership/scoping verification
nsgap-4cb66ef3f1eb,auth_gap,nsgap-4cb66ef3f1eb,HIGH,missing_ownership,751,HIGH: implement ownership/scoping verification
nsgap-fbd810137852,auth_gap,nsgap-fbd810137852,HIGH,missing_ownership,752,HIGH: implement ownership/scoping verification
nsgap-76b695562fc3,auth_gap,nsgap-76b695562fc3,HIGH,missing_ownership,753,HIGH: implement ownership/scoping verification
nsgap-e8b35ab68926,auth_gap,nsgap-e8b35ab68926,HIGH,missing_ownership,754,HIGH: implement ownership/scoping verification
nsgap-864456d4d7b6,auth_gap,nsgap-864456d4d7b6,HIGH,missing_ownership,755,HIGH: implement ownership/scoping verification
nsgap-8aceeeef850e,auth_gap,nsgap-8aceeeef850e,HIGH,missing_ownership,756,HIGH: implement ownership/scoping verification
nsgap-37a9b636660c,auth_gap,nsgap-37a9b636660c,HIGH,missing_ownership,757,HIGH: implement ownership/scoping verification
nsgap-dea05be96364,auth_gap,nsgap-dea05be96364,HIGH,missing_ownership,758,HIGH: implement ownership/scoping verification
nsgap-d7128040fe12,auth_gap,nsgap-d7128040fe12,HIGH,missing_ownership,759,HIGH: implement ownership/scoping verification
nsgap-1b5a99ace7d3,auth_gap,nsgap-1b5a99ace7d3,HIGH,missing_ownership,760,HIGH: implement ownership/scoping verification
nsgap-c019deac756a,auth_gap,nsgap-c019deac756a,HIGH,missing_ownership,761,HIGH: implement ownership/scoping verification
nsgap-320f88ced876,auth_gap,nsgap-320f88ced876,HIGH,missing_ownership,762,HIGH: implement ownership/scoping verification
nsgap-3499599af6f2,auth_gap,nsgap-3499599af6f2,HIGH,missing_ownership,763,HIGH: implement ownership/scoping verification
nsgap-b7aa8fde9c08,auth_gap,nsgap-b7aa8fde9c08,HIGH,missing_ownership,764,HIGH: implement ownership/scoping verification
lineage-cl-18e23fd6b7d7,lineage_correlated,cl-18e23fd6b7d7,HIGH,CORRELATED,765,HIGH: schedule live replay to confirm static taint path
lineage-cl-247a79e1db72,lineage_correlated,cl-247a79e1db72,HIGH,CORRELATED,766,HIGH: schedule live replay to confirm static taint path
lineage-cl-3ecb07ec7ef5,lineage_correlated,cl-3ecb07ec7ef5,HIGH,CORRELATED,767,HIGH: schedule live replay to confirm static taint path
lineage-cl-65d12552f7db,lineage_correlated,cl-65d12552f7db,HIGH,CORRELATED,768,HIGH: schedule live replay to confirm static taint path
lineage-cl-13e547c5d9c0,lineage_correlated,cl-13e547c5d9c0,HIGH,CORRELATED,769,HIGH: schedule live replay to confirm static taint path
lineage-cl-d6769a833e25,lineage_correlated,cl-d6769a833e25,HIGH,CORRELATED,770,HIGH: schedule live replay to confirm static taint path
lineage-cl-b7120cb3269d,lineage_correlated,cl-b7120cb3269d,HIGH,CORRELATED,771,HIGH: schedule live replay to confirm static taint path
lineage-cl-fe49aefb5449,lineage_correlated,cl-fe49aefb5449,HIGH,CORRELATED,772,HIGH: schedule live replay to confirm static taint path
lineage-cl-982ac9db5525,lineage_correlated,cl-982ac9db5525,HIGH,CORRELATED,773,HIGH: schedule live replay to confirm static taint path
lineage-cl-89bc0f4daaa5,lineage_correlated,cl-89bc0f4daaa5,HIGH,CORRELATED,774,HIGH: schedule live replay to confirm static taint path
lineage-cl-6f6711e82824,lineage_correlated,cl-6f6711e82824,HIGH,CORRELATED,775,HIGH: schedule live replay to confirm static taint path
lineage-cl-cd17a8122588,lineage_correlated,cl-cd17a8122588,HIGH,CORRELATED,776,HIGH: schedule live replay to confirm static taint path
nsgap-7702371fdba2,auth_gap,nsgap-7702371fdba2,MEDIUM,no_guard,777,MEDIUM: add authentication guard
nsgap-adbde18d8556,auth_gap,nsgap-adbde18d8556,MEDIUM,no_guard,778,MEDIUM: add authentication guard
nsgap-6a8d1ae2e437,auth_gap,nsgap-6a8d1ae2e437,MEDIUM,no_guard,779,MEDIUM: add authentication guard
nsgap-3af85fdc07fe,auth_gap,nsgap-3af85fdc07fe,MEDIUM,no_guard,780,MEDIUM: add authentication guard
nsgap-d636e3917baa,auth_gap,nsgap-d636e3917baa,MEDIUM,no_guard,781,MEDIUM: add authentication guard
nsgap-0af98d89f151,auth_gap,nsgap-0af98d89f151,MEDIUM,no_guard,782,MEDIUM: add authentication guard
nsgap-388ddb30c224,auth_gap,nsgap-388ddb30c224,MEDIUM,no_guard,783,MEDIUM: add authentication guard
nsgap-76fdbeab7f7a,auth_gap,nsgap-76fdbeab7f7a,MEDIUM,no_guard,784,MEDIUM: add authentication guard
nsgap-087bcfbfb078,auth_gap,nsgap-087bcfbfb078,MEDIUM,no_guard,785,MEDIUM: add authentication guard
nsgap-5293b1f6a7a6,auth_gap,nsgap-5293b1f6a7a6,MEDIUM,no_guard,786,MEDIUM: add authentication guard
nsgap-b7dfd1897df3,auth_gap,nsgap-b7dfd1897df3,MEDIUM,no_guard,787,MEDIUM: add authentication guard
nsgap-27c53daa179e,auth_gap,nsgap-27c53daa179e,MEDIUM,no_guard,788,MEDIUM: add authentication guard
nsgap-c7444e6d21a5,auth_gap,nsgap-c7444e6d21a5,MEDIUM,no_guard,789,MEDIUM: add authentication guard
nsgap-4475df160939,auth_gap,nsgap-4475df160939,MEDIUM,no_guard,790,MEDIUM: add authentication guard
nsgap-244d6819e4be,auth_gap,nsgap-244d6819e4be,MEDIUM,no_guard,791,MEDIUM: add authentication guard
nsgap-9ea29bed6bfd,auth_gap,nsgap-9ea29bed6bfd,MEDIUM,no_guard,792,MEDIUM: add authentication guard
nsgap-e0c7a3ff017b,auth_gap,nsgap-e0c7a3ff017b,MEDIUM,no_guard,793,MEDIUM: add authentication guard
nsgap-0c745da486b0,auth_gap,nsgap-0c745da486b0,MEDIUM,no_guard,794,MEDIUM: add authentication guard
nsgap-e35334b9fefd,auth_gap,nsgap-e35334b9fefd,MEDIUM,no_guard,795,MEDIUM: add authentication guard
nsgap-dc108270e9fe,auth_gap,nsgap-dc108270e9fe,MEDIUM,no_guard,796,MEDIUM: add authentication guard
nsgap-8ab00c703d7a,auth_gap,nsgap-8ab00c703d7a,MEDIUM,no_guard,797,MEDIUM: add authentication guard
nsgap-20fdf0ad3c22,auth_gap,nsgap-20fdf0ad3c22,MEDIUM,no_guard,798,MEDIUM: add authentication guard
nsgap-19341b34c747,auth_gap,nsgap-19341b34c747,MEDIUM,no_guard,799,MEDIUM: add authentication guard
nsgap-84e3e2f26a9a,auth_gap,nsgap-84e3e2f26a9a,MEDIUM,no_guard,800,MEDIUM: add authentication guard
nsgap-f1934b90d0e7,auth_gap,nsgap-f1934b90d0e7,MEDIUM,no_guard,801,MEDIUM: add authentication guard
nsgap-455c98f72eb4,auth_gap,nsgap-455c98f72eb4,MEDIUM,no_guard,802,MEDIUM: add authentication guard
nsgap-bebc4df2ffc2,auth_gap,nsgap-bebc4df2ffc2,MEDIUM,no_guard,803,MEDIUM: add authentication guard
nsgap-f521040ba288,auth_gap,nsgap-f521040ba288,MEDIUM,no_guard,804,MEDIUM: add authentication guard
nsgap-126ba97b9899,auth_gap,nsgap-126ba97b9899,MEDIUM,no_guard,805,MEDIUM: add authentication guard
nsgap-7a725cbf3f13,auth_gap,nsgap-7a725cbf3f13,MEDIUM,no_guard,806,MEDIUM: add authentication guard
nsgap-1f18cd4aeeda,auth_gap,nsgap-1f18cd4aeeda,MEDIUM,no_guard,807,MEDIUM: add authentication guard
nsgap-ebee2b03b8ea,auth_gap,nsgap-ebee2b03b8ea,MEDIUM,no_guard,808,MEDIUM: add authentication guard
nsgap-6097b80b3260,auth_gap,nsgap-6097b80b3260,MEDIUM,no_guard,809,MEDIUM: add authentication guard
nsgap-9cf743fcd031,auth_gap,nsgap-9cf743fcd031,MEDIUM,no_guard,810,MEDIUM: add authentication guard
nsgap-97c203af355f,auth_gap,nsgap-97c203af355f,MEDIUM,no_guard,811,MEDIUM: add authentication guard
nsgap-4d9d8beef507,auth_gap,nsgap-4d9d8beef507,MEDIUM,no_guard,812,MEDIUM: add authentication guard
nsgap-9249c97c8b35,auth_gap,nsgap-9249c97c8b35,MEDIUM,no_guard,813,MEDIUM: add authentication guard
nsgap-add57ce5363e,auth_gap,nsgap-add57ce5363e,MEDIUM,no_guard,814,MEDIUM: add authentication guard
nsgap-77fd09c0ec88,auth_gap,nsgap-77fd09c0ec88,MEDIUM,no_guard,815,MEDIUM: add authentication guard
nsgap-61a968ab4624,auth_gap,nsgap-61a968ab4624,MEDIUM,no_guard,816,MEDIUM: add authentication guard
nsgap-c7a3d83a808f,auth_gap,nsgap-c7a3d83a808f,MEDIUM,no_guard,817,MEDIUM: add authentication guard
nsgap-42ae8f2f58ac,auth_gap,nsgap-42ae8f2f58ac,MEDIUM,no_guard,818,MEDIUM: add authentication guard
nsgap-c426da2a6958,auth_gap,nsgap-c426da2a6958,MEDIUM,no_guard,819,MEDIUM: add authentication guard
nsgap-eaae6ebac79a,auth_gap,nsgap-eaae6ebac79a,MEDIUM,no_guard,820,MEDIUM: add authentication guard
nsgap-81eb32e2a388,auth_gap,nsgap-81eb32e2a388,MEDIUM,no_guard,821,MEDIUM: add authentication guard
nsgap-fac745f399e8,auth_gap,nsgap-fac745f399e8,MEDIUM,no_guard,822,MEDIUM: add authentication guard
nsgap-68d016be619a,auth_gap,nsgap-68d016be619a,MEDIUM,no_guard,823,MEDIUM: add authentication guard
nsgap-bce914ca7fbb,auth_gap,nsgap-bce914ca7fbb,MEDIUM,no_guard,824,MEDIUM: add authentication guard
nsgap-edddc43a233b,auth_gap,nsgap-edddc43a233b,MEDIUM,no_guard,825,MEDIUM: add authentication guard
nsgap-cea5ca166eda,auth_gap,nsgap-cea5ca166eda,MEDIUM,no_guard,826,MEDIUM: add authentication guard
nsgap-ac9c6e2ea2bf,auth_gap,nsgap-ac9c6e2ea2bf,MEDIUM,no_guard,827,MEDIUM: add authentication guard
nsgap-8380c063cc9b,auth_gap,nsgap-8380c063cc9b,MEDIUM,no_guard,828,MEDIUM: add authentication guard
nsgap-fd88643b193b,auth_gap,nsgap-fd88643b193b,MEDIUM,no_guard,829,MEDIUM: add authentication guard
nsgap-5af4a4bf738c,auth_gap,nsgap-5af4a4bf738c,MEDIUM,no_guard,830,MEDIUM: add authentication guard
nsgap-69c79053a16f,auth_gap,nsgap-69c79053a16f,MEDIUM,no_guard,831,MEDIUM: add authentication guard
nsgap-77146720db3d,auth_gap,nsgap-77146720db3d,MEDIUM,no_guard,832,MEDIUM: add authentication guard
nsgap-663aa4f4a3f6,auth_gap,nsgap-663aa4f4a3f6,MEDIUM,no_guard,833,MEDIUM: add authentication guard
nsgap-3954db1f74f2,auth_gap,nsgap-3954db1f74f2,MEDIUM,no_guard,834,MEDIUM: add authentication guard
nsgap-933ac6ef05f5,auth_gap,nsgap-933ac6ef05f5,MEDIUM,no_guard,835,MEDIUM: add authentication guard
nsgap-eea3b9ab22d5,auth_gap,nsgap-eea3b9ab22d5,MEDIUM,no_guard,836,MEDIUM: add authentication guard
nsgap-51a436df10ed,auth_gap,nsgap-51a436df10ed,MEDIUM,no_guard,837,MEDIUM: add authentication guard
nsgap-d0e042560539,auth_gap,nsgap-d0e042560539,MEDIUM,no_guard,838,MEDIUM: add authentication guard
nsgap-7313061d3153,auth_gap,nsgap-7313061d3153,MEDIUM,no_guard,839,MEDIUM: add authentication guard
nsgap-3cc4544c00f1,auth_gap,nsgap-3cc4544c00f1,MEDIUM,no_guard,840,MEDIUM: add authentication guard
nsgap-a3d427f69da4,auth_gap,nsgap-a3d427f69da4,MEDIUM,no_guard,841,MEDIUM: add authentication guard
nsgap-ff3d4902f851,auth_gap,nsgap-ff3d4902f851,MEDIUM,no_guard,842,MEDIUM: add authentication guard
nsgap-5acf96eee211,auth_gap,nsgap-5acf96eee211,MEDIUM,no_guard,843,MEDIUM: add authentication guard
nsgap-01bda812d970,auth_gap,nsgap-01bda812d970,MEDIUM,no_guard,844,MEDIUM: add authentication guard
nsgap-53e652476c46,auth_gap,nsgap-53e652476c46,MEDIUM,no_guard,845,MEDIUM: add authentication guard
nsgap-71ae9bbc5552,auth_gap,nsgap-71ae9bbc5552,MEDIUM,no_guard,846,MEDIUM: add authentication guard
nsgap-f8808b22c944,auth_gap,nsgap-f8808b22c944,MEDIUM,no_guard,847,MEDIUM: add authentication guard
nsgap-1b27980bba27,auth_gap,nsgap-1b27980bba27,MEDIUM,no_guard,848,MEDIUM: add authentication guard
nsgap-8077a0837444,auth_gap,nsgap-8077a0837444,MEDIUM,no_guard,849,MEDIUM: add authentication guard
nsgap-da1a51b539d7,auth_gap,nsgap-da1a51b539d7,MEDIUM,no_guard,850,MEDIUM: add authentication guard
nsgap-8c57cdd9dcd6,auth_gap,nsgap-8c57cdd9dcd6,MEDIUM,no_guard,851,MEDIUM: add authentication guard
nsgap-a96c7e1e7f7b,auth_gap,nsgap-a96c7e1e7f7b,MEDIUM,no_guard,852,MEDIUM: add authentication guard
nsgap-e6c899e6583e,auth_gap,nsgap-e6c899e6583e,MEDIUM,no_guard,853,MEDIUM: add authentication guard
nsgap-a09d6d95930d,auth_gap,nsgap-a09d6d95930d,MEDIUM,no_guard,854,MEDIUM: add authentication guard
nsgap-6be4d0a21cc8,auth_gap,nsgap-6be4d0a21cc8,MEDIUM,no_guard,855,MEDIUM: add authentication guard
nsgap-cefc9454e4d1,auth_gap,nsgap-cefc9454e4d1,MEDIUM,no_guard,856,MEDIUM: add authentication guard
nsgap-95a4810c88b1,auth_gap,nsgap-95a4810c88b1,MEDIUM,no_guard,857,MEDIUM: add authentication guard
nsgap-4b0a9f726366,auth_gap,nsgap-4b0a9f726366,MEDIUM,no_guard,858,MEDIUM: add authentication guard
nsgap-ba84fc4557e4,auth_gap,nsgap-ba84fc4557e4,MEDIUM,no_guard,859,MEDIUM: add authentication guard
nsgap-036b3705f423,auth_gap,nsgap-036b3705f423,MEDIUM,no_guard,860,MEDIUM: add authentication guard
nsgap-d02ea1586780,auth_gap,nsgap-d02ea1586780,MEDIUM,no_guard,861,MEDIUM: add authentication guard
